55.5000000000000	69.5000000000000
41	81.5000000000000
53.5000000000000	86
46	84
41	73.5000000000000
51.5000000000000	69
51	62.5000000000000
42	75
53.5000000000000	83
57.5000000000000	71
42.5000000000000	72.5000000000000
41	80
46	82
46	60.5000000000000
49.5000000000000	76
41	76
48.5000000000000	72.5000000000000
51.5000000000000	82.5000000000000
44.5000000000000	70.5000000000000
44	66
33	76.5000000000000
33.5000000000000	78.5000000000000
31.5000000000000	72
33	81.5000000000000
42	59.5000000000000
30	64
61	45
49	79
26.5000000000000	64.5000000000000
34	71.5000000000000
42	83.5000000000000
29.5000000000000	74.5000000000000
39.5000000000000	70
51.5000000000000	66
41.5000000000000	71.5000000000000
42.5000000000000	79.5000000000000
35	59.5000000000000
38.5000000000000	73.5000000000000
32	81.5000000000000
46	60.5000000000000
36.5000000000000	53
36.5000000000000	53.5000000000000
24	60.5000000000000
19	57.5000000000000
34.5000000000000	60
37.5000000000000	64.5000000000000
35.5000000000000	51
37	50.5000000000000
21.5000000000000	42
35.5000000000000	58.5000000000000
26.5000000000000	68.5000000000000
26.5000000000000	55.5000000000000
18.5000000000000	67
40	67
32.5000000000000	71.5000000000000
39	71.5000000000000
43	55.5000000000000
22	54
36	62.5000000000000
31	55.5000000000000
38.5000000000000	76
40	75
37.5000000000000	63
24.5000000000000	58
30	67
33	56
56.5000000000000	61
41	57
49.5000000000000	63
34.5000000000000	72.5000000000000
32.5000000000000	69
36	73
27	53.5000000000000
41	63.5000000000000
29.5000000000000	52.5000000000000
20	65.5000000000000
38	65
18.5000000000000	74.5000000000000
16	72.5000000000000
33.5000000000000	68
